ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,value_2021,latest_value,footnotes,nature
25,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,570,Niue,4,543,Oceania (exc. Australia and New Zealand),Country,-169.8601693,-19.05000475,NIU,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78292,0.78297,0.78261,0.78236,0.78064,0.7772,0.7775,0.779,0.79587,0.81172,0.82971,0.84052,0.84323,0.8432,0.8416,0.83959,0.83751,0.83554,0.83319,0.8315,0.82939,0.8272,0.82438,0.82245,0.82093,0.81733,0.81495,0.81376,0.81092,0.81092,,E: Estimated data
26,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,574,Norfolk Island,4,53,Australia and New Zealand,Country,167.9515548,-29.03230018,NFK,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78024,0.78035,0.78002,0.77823,0.77531,0.77263,0.76927,0.76531,0.76217,0.75984,0.75553,0.75317,0.74944,0.74664,0.74532,0.7425,0.73957,0.73657,0.73399,0.72988,0.72734,0.72325,0.719,0.7172,0.71294,0.71063,0.70461,0.7041,0.69911,0.69911,,E: Estimated data
27,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,807,North Macedonia,5,39,Southern Europe,Country,21.7007909,41.60048068,MKD,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.97111,0.9711,0.9709,0.97071,0.97051,0.97014,0.96994,0.96977,0.96961,0.96944,0.96928,0.96927,0.96927,0.96926,0.96926,0.96926,0.96927,0.96929,0.9693,0.9693,0.9693,0.96931,0.9693,0.9693,0.96929,0.96929,0.96929,0.96929,0.96928,0.96928,,E: Estimated data
28,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,580,Northern Mariana Islands,4,543,Oceania (exc. Australia and New Zealand),Country,145.7582114,15.19099517,MNP,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.69551,0.69505,0.69368,0.69169,0.68784,0.68396,0.67785,0.66883,0.65489,0.63909,0.62431,0.61134,0.60478,0.60007,0.59668,0.59312,0.59057,0.58785,0.58392,0.58103,0.57684,0.57374,0.56998,0.56652,0.56308,0.5607,0.5567,0.55539,0.55029,0.55029,,E: Estimated data
29,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,580,Northern Mariana Islands,4,543,Oceania (exc. Australia and New Zealand),Country,145.7582114,15.19099517,MNP,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.69551,0.69505,0.69368,0.69169,0.68784,0.68396,0.67785,0.66883,0.65489,0.63909,0.62431,0.61134,0.60478,0.60007,0.59668,0.59312,0.59057,0.58785,0.58392,0.58103,0.57684,0.57374,0.56998,0.56652,0.56308,0.5607,0.5567,0.55539,0.55029,0.55029,,E: Estimated data
30,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,578,Norway,5,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9606,0.96027,0.95973,0.95919,0.95874,0.95807,0.95756,0.95701,0.95648,0.95594,0.95543,0.95507,0.95477,0.95452,0.95444,0.9543,0.9542,0.95404,0.95369,0.95257,0.95132,0.95003,0.9488,0.94818,0.94789,0.94764,0.94752,0.94744,0.94741,0.94741,,E: Estimated data
31,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.95133,0.9508,0.94903,0.94722,0.94423,0.94088,0.93819,0.93532,0.93259,0.93017,0.92721,0.92471,0.92144,0.91893,0.91716,0.91427,0.91202,0.90944,0.90727,0.90457,0.90221,0.89942,0.89769,0.89592,0.89291,0.89141,0.88741,0.88632,0.88364,0.88364,,E: Estimated data
32,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.95794,0.95774,0.95576,0.95362,0.95042,0.94647,0.94227,0.93848,0.93554,0.92935,0.92498,0.92122,0.91724,0.91212,0.907,0.90436,0.90044,0.89799,0.89371,0.88893,0.88488,0.88112,0.87684,0.87261,0.86865,0.86472,0.86065,0.8557,0.85245,0.85245,,E: Estimated data
33,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.95794,0.95774,0.95576,0.95362,0.95042,0.94647,0.94227,0.93848,0.93554,0.92935,0.92498,0.92122,0.91724,0.91212,0.907,0.90436,0.90044,0.89799,0.89371,0.88893,0.88488,0.88112,0.87684,0.87261,0.86865,0.86472,0.86065,0.8557,0.85245,0.85245,,E: Estimated data
34,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.94384,0.93748,0.92749,0.92205,0.91274,0.9022,0.89424,0.88336,0.87379,0.86436,0.8552,0.84607,0.83755,0.82801,0.8172,0.80868,0.80004,0.78799,0.77937,0.76966,0.76024,0.75012,0.74229,0.73298,0.7233,0.71338,0.70606,0.69796,0.68543,0.68543,,E: Estimated data
35,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.94384,0.93748,0.92749,0.92205,0.91274,0.9022,0.89424,0.88336,0.87379,0.86436,0.8552,0.84607,0.83755,0.82801,0.8172,0.80868,0.80004,0.78799,0.77937,0.76966,0.76024,0.75012,0.74229,0.73298,0.7233,0.71338,0.70606,0.69796,0.68543,0.68543,,E: Estimated data
36,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,591,Panama,4,13,Central America,Country,-81.26616623,8.450965746,PAN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.75739,0.75683,0.75602,0.75485,0.75384,0.75265,0.75125,0.74992,0.74863,0.74764,0.74647,0.74525,0.74409,0.74326,0.74216,0.74163,0.74042,0.73961,0.73844,0.7376,0.7364,0.73552,0.73492,0.73371,0.73277,0.73149,0.73094,0.7299,0.7287,0.7287,,E: Estimated data
37,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),Country,145.8587761,-6.756057077,PNG,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9146,0.9142,0.91322,0.91197,0.90948,0.90556,0.90246,0.89885,0.89532,0.89222,0.88935,0.88572,0.88294,0.87896,0.87619,0.87332,0.87046,0.86689,0.86431,0.86059,0.85766,0.85383,0.85105,0.84764,0.84491,0.84069,0.83749,0.83554,0.83153,0.83153,,E: Estimated data
38,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,598,Papua New Guinea,4,543,Oceania (exc. Australia and New Zealand),Country,145.8587761,-6.756057077,PNG,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9146,0.9142,0.91322,0.91197,0.90948,0.90556,0.90246,0.89885,0.89532,0.89222,0.88935,0.88572,0.88294,0.87896,0.87619,0.87332,0.87046,0.86689,0.86431,0.86059,0.85766,0.85383,0.85105,0.84764,0.84491,0.84069,0.83749,0.83554,0.83153,0.83153,,E: Estimated data
39,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,600,Paraguay,4,5,South America,Country,-60.54854225,-21.70216237,PRY,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9574,0.95711,0.95693,0.95676,0.95643,0.95632,0.95609,0.95581,0.95565,0.95554,0.95542,0.95536,0.95526,0.95529,0.95516,0.95512,0.95503,0.95489,0.95484,0.95452,0.95447,0.95425,0.95414,0.95399,0.95392,0.95377,0.95358,0.95348,0.95342,0.95342,,E: Estimated data
40,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,604,Peru,4,5,South America,Country,-71.82093277,-13.58939705,PER,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.73506,0.73498,0.73492,0.7348,0.73476,0.7348,0.73464,0.7346,0.73449,0.7344,0.73421,0.73423,0.73405,0.73402,0.73377,0.73346,0.73289,0.73202,0.73172,0.73088,0.73055,0.73025,0.73028,0.73022,0.7301,0.73002,0.73005,0.7299,0.7298,0.7298,,E: Estimated data
41,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,608,Philippines,4,35,South-Eastern Asia,Country,120.8601418,14.16591706,PHL,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.76766,0.76728,0.76651,0.76498,0.76224,0.75933,0.75479,0.75106,0.74704,0.74337,0.73945,0.73555,0.73215,0.72741,0.72412,0.72037,0.71696,0.7142,0.71081,0.70688,0.70237,0.6991,0.69498,0.69144,0.6877,0.68353,0.67926,0.67606,0.67107,0.67107,,E: Estimated data
42,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,612,Pitcairn,4,543,Oceania (exc. Australia and New Zealand),Country,-128.3225873,-24.37538456,PCN,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.82663,0.82704,0.82614,0.82429,0.82243,0.81712,0.81337,0.80904,0.80517,0.80046,0.79605,0.79162,0.78697,0.78399,0.77863,0.77451,0.77101,0.7692,0.76439,0.75934,0.7554,0.75025,0.74596,0.7412,0.73689,0.73112,0.72752,0.72455,0.71916,0.71916,,E: Estimated data
